"","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"7969","1097825440","Juggernaut Champions",146553856,"USD",0,1193,9,4.5,4.5,"1.5","9+","Games",37,5,9,1
"7970","1097885049","Sweet Princess Makeup Party - Girls Dressup Games",95408128,"USD",0,109,11,4,4,"1.2","4+","Games",38,5,2,1
"7971","1097895359","50 50 - The Addictive Slicing Game",245484544,"USD",0,2998,212,4.5,4.5,"1.8","4+","Games",37,5,1,1
"7972","1097998313","Raccoon Pizza Rush",253734912,"USD",0,69,69,4.5,4.5,"1.0.6","9+","Games",37,5,1,1
"7973","1098006458","Flying Police Car Driving Simulator Free: Criminal Craft Chase",70970368,"USD",0,422,422,4,4,"1.0","9+","Games",40,4,1,1
"7975","1098041500","First Year Demons",68433920,"USD",1.99,9,9,2,2,"1.0.0","9+","Games",38,4,1,1
"7977","1098099856","Trolls: Crazy Party Forest!",312641536,"USD",0,1260,10,4,4,"3.4.1","4+","Games",37,5,11,1
"7979","1098165513","VR Flight Simulator for Google Cardboard",73867264,"USD",0,180,82,3,3.5,"0.8","12+","Games",40,0,1,1
"7983","1098187391","My Town : Wedding Day",409982976,"USD",2.99,95,8,4,3.5,"1.21","4+","Entertainment",37,5,1,1
"7984","1098189387","Mahjong Treasure Quest",122580992,"USD",0,6557,39,4.5,4.5,"2.14.3","4+","Games",38,5,6,1
"7985","1098207701","Sushi Go!",89600000,"USD",4.99,145,1,4.5,4,"1.6","4+","Games",37,4,16,1
"7986","1098208851","Jumpy Tree",184512512,"USD",0,160,131,4.5,4.5,"1.0.6","4+","Games",38,5,6,1
"7987","1098209028","BBC Colouring: Doctor Who",91060224,"USD",1.99,19,2,3,3,"1.2","4+","Entertainment",43,5,1,1
"7988","1098307964","Iron Maiden: Legacy of the Beast",270031872,"USD",0,2152,7,4.5,4.5,"3.6.2","12+","Games",37,5,1,1
"7990","1098487609","女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～",61911040,"USD",0,0,0,0,0,"1.0.8","9+","Games",37,5,1,1
"7993","1098508571","ダニエル！！今はフリーキック中よ！",130876416,"USD",0,0,0,0,0,"1.4","12+","Games",38,0,1,1
"7994","1098539566","Princess Swimming & Spa - Girls Beauty Game FREE",72358912,"USD",0,21,21,4,4,"1.0.0","4+","Games",40,5,2,1
"7999","1098619553","Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",60484608,"USD",0,115,115,4.5,4.5,"1.02","17+","Games",37,0,1,1
"8003","1098758960","Craftmoji - the cute craft sticker App",39272448,"USD",0.99,27,12,1.5,2,"1.0.28","12+","Entertainment",37,4,1,1
"8004","1098834577","Todrick",18373632,"USD",0.99,1,1,5,5,"1.1","12+","Social Networking",37,0,1,1
"8008","1099021080","魔灵觉醒（王者归来）- 3D新职业魔剑士降临",362543104,"USD",0,0,0,0,0,"5.2.0","9+","Games",38,5,1,1
"8015","1099079526","脱出ゲーム　研究所からの脱出",177694720,"USD",0,1,1,1,1,"1.0.0","4+","Games",38,5,1,1
"8016","1099081620","Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players",64715776,"USD",1.99,69,69,1.5,1.5,"1.1","4+","Games",40,5,1,1
"8019","1099092384","VR Viewer",45782016,"USD",0.99,14,9,3,2.5,"1.1.2","4+","Photo & Video",37,2,2,1
"8021","1099152229","Sports Hero",80888832,"USD",0,343,147,4,4,"1.0.3","4+","Games",38,5,1,1
"8023","1099176816","Heuristic Shakespeare - The Tempest",233176064,"USD",5.99,85,32,5,5,"1.0.6","4+","Education",24,5,1,1
"8024","1099179070","DM2 - The Drum Machine",93433856,"USD",4.99,40,3,4.5,5,"1.2.3","4+","Music",24,5,1,1
"8026","1099420627","Color Dotz",17227776,"USD",0,326,22,3.5,3.5,"1.4","4+","Games",37,3,1,1
"8031","1099703034","Warhammer 40,000: Regicide",754333696,"USD",0.99,157,5,3.5,5,"2.2","17+","Games",37,5,1,1
"8032","1099710942","ビッグバン チャット-友達作り ひま友チャット",44267520,"USD",0,0,0,0,0,"1.0","17+","Entertainment",37,0,1,1
"8033","1099735932","Treasure Buster",41987072,"USD",0.99,53,53,4.5,4.5,"1.0","12+","Games",38,5,1,1
"8035","1099859731","东西战神",352692224,"USD",0,0,0,0,0,"1.6.0","9+","Games",37,5,1,1
"8036","1099862552","Tap Smiths",141621248,"USD",0,5112,114,4.5,5,"1.2.3","4+","Games",40,5,1,1
"8037","1099877033","ひとたがやし",56503296,"USD",0,0,0,0,0,"1.6.3","12+","Games",40,5,1,1
"8038","1099950549","Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full)",967158784,"USD",6.99,58,58,4,4,"1.0.0","9+","Games",37,5,4,1
"8039","1099961721","Mahjong Solitaire Star! Your Favorite Game!",60092416,"USD",0,2731,92,4.5,4.5,"1.0.7","4+","Games",37,3,1,1
"8040","1099995778","Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full)",926931968,"USD",6.99,45,45,3.5,3.5,"1.0.0","9+","Games",24,5,3,1
"8042","1100023494","European Mystery: Flowers of Death HD (Full)",1131868160,"USD",6.99,68,68,3.5,3.5,"1.0.0","9+","Games",24,5,3,1
"8043","1100029269","Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full)",1233047552,"USD",6.99,38,38,3.5,3.5,"1.0.0","9+","Games",24,5,3,1
"8044","1100087171","PP基金理财-灵活存取的高收益金融理财平台",29420544,"USD",0,0,0,0,0,"2.4.0","4+","Finance",38,0,2,1
"8045","1100088261","Alternative Girls",207391744,"USD",0,29,2,5,4,"1.10.0","12+","Games",38,4,1,1
"8046","1100092726","Dropple",204987392,"USD",0,243,0,4.5,0,"3.2.0","4+","Games",40,5,27,1
"8047","1100094604","Magic Legion - Age of Heroes",238582784,"USD",0,517,8,4.5,4.5,"2.06","12+","Games",38,5,9,1
"8050","1100110635","He-Man™ Tappers of Grayskull™",446764032,"USD",0,2190,7,4.5,5,"2.3.2","9+","Games",37,5,12,1
"8051","1100113170","のび毛",30200832,"USD",0,0,0,0,0,"1.0.1","4+","Games",38,4,2,1
"8054","1100139790","Dinotrux: Trux It Up!",377004032,"USD",1.99,34,9,4,3,"1.4","4+","Entertainment",37,5,14,1
"8055","1100147750","Trailer Truck Parking with Real City Traffic Car Driving Sim",341624832,"USD",0,173,173,4.5,4.5,"1.0","4+","Games",38,5,1,1
"8056","1100160696","BiBi娱乐社区 - 好玩的游戏都在这里！",50778112,"USD",0,0,0,0,0,"3.0","17+","Social Networking",38,0,1,1
"8059","1100292960","Castles of Mad King Ludwig",89542656,"USD",6.99,272,126,4.5,4.5,"1.1","4+","Games",38,3,1,1
"8060","1100331256","Dots & Co: A New Puzzle Adventure",180679680,"USD",0,10693,19,4.5,4.5,"2.9.3","4+","Games",37,5,1,1
"8061","1100472035","Blocko.",20145152,"USD",1.99,182,182,4,4,"1.0.0","4+","Games",37,5,18,1
"8064","1100573190","Jigsaw Puzzle for Brain Training -PITATOY-",92101632,"USD",0,0,0,0,0,"1.1.0","4+","Games",37,2,5,1
"8066","1100578622","Solitaire ∞",67928064,"USD",0,2865,142,5,5,"1.0.97","4+","Games",40,2,14,1
"8067","1100591575","enzo!",13344768,"USD",1.99,220,202,3.5,3,"1.0.2","4+","Games",38,5,1,1
"8069","1100612577","Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+",49201152,"USD",2.99,2,2,3,3,"1.0","4+","Games",38,5,9,1
"8072","1100620736","多融理财(Pro版)-12%高收益理财投资平台",28964864,"USD",0,0,0,0,0,"1.6.9","17+","Finance",37,0,1,1
"8075","1100636064","Music and Chill",28763136,"USD",0,135,36,4,4.5,"1.1","4+","Music",37,0,1,1
"8076","1100639820","HorseMoji: Equestrian Emoji",16315392,"USD",1.99,58,32,2,1.5,"1.3","4+","Entertainment",37,5,1,1
"8078","1100694944","Curious George Train Adventures",204338176,"USD",0.99,26,4,3.5,3,"1.2","4+","Education",37,5,1,1
"8079","1100696971","Gmojiz",73951232,"USD",1.99,95,1,3,1,"1.4","17+","Entertainment",37,5,1,1
"8080","1100723148","Pikazo – AI art that YOU control",84549632,"USD",0,56,3,4,4,"3.2.3","4+","Photo & Video",37,5,24,1
"8082","1100797913","OffRoad Drive Desert",341455872,"USD",1.99,46,24,4,4,"1.0.5","4+","Games",40,5,1,1
"8083","1100810556","Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full)",862396416,"USD",6.99,58,27,4.5,4.5,"1.0.2","9+","Games",37,5,5,1
"8084","1100883805","Bud Farm: Grass Roots",65891328,"USD",0,6523,485,4.5,5,"1.10.0","17+","Games",37,5,1,1
"8089","1101015200","少年勇者团 (Combo Warrior)-日系Q萌即时战斗消除RPG手游",576397312,"USD",0,0,0,0,0,"2.2.0","9+","Games",38,5,1,1
"8099","1101109456","My Majesty",200294400,"USD",0,140,7,3,4.5,"1.1.1","12+","Games",37,5,1,1
"8100","1101141411","Police Sniper Prison Guard",225862656,"USD",0,349,80,4,4,"2.5","17+","Games",38,5,1,1
"8103","1101399354","Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full)",1008609280,"USD",6.99,67,67,4,4,"1.0.0","9+","Games",37,5,5,1
"8104","1101419354","Aurora - Puzzle Adventure",111938560,"USD",1.99,31,30,4.5,4.5,"1.39","4+","Games",38,4,1,1
"8105","1101436320","TLC GO - Watch Full Episodes and Live TV",32314368,"USD",0,708,46,3,3,"2.5.2","12+","Entertainment",37,4,1,1
"8106","1101445404","Starbucks Keyboard",36112384,"USD",0,457,8,3,3,"1.3","4+","Food & Drink",37,0,1,1
"8107","1101472953","Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full)",1354634240,"USD",6.99,82,82,4.5,4.5,"1.0.0","9+","Games",38,5,5,1
"8108","1101501512","Lush Cosmetics",51459072,"USD",0,164,15,4,3.5,"1.2.2","4+","Shopping",37,0,2,1
"8109","1101562772","Billiards8 (8 Ball & Mission)",315748352,"USD",0,0,0,0,0,"1.0.0","4+","Games",40,5,2,1
"8113","1101582722","The Island:Brave Heart",175841280,"USD",0.99,7,3,3,3,"1.3.2","12+","Games",43,5,3,1
"8121","1101635974","Spot the Difference!診断テスト",16202752,"USD",0,0,0,0,0,"1.0.1","17+","Entertainment",37,0,1,1
"8123","1101675121","Catch the Bus",371298304,"USD",0,10,4,3,3.5,"1.1","4+","Games",38,5,1,1
"8127","1101691540","Worm.is: The Game",81690624,"USD",0,1433,68,4.5,5,"2.1.0","9+","Games",38,3,16,1
"8130","1101744458","Civil War: Bloody April",228435968,"USD",1.99,24,24,2,2,"1.0","12+","Games",37,5,1,1
"8131","1101848745","Runaway Toad",235554816,"USD",2.99,22,9,4,3.5,"1.1","4+","Games",40,4,11,1
"8133","1102054727","Snake Slither Run - Hungry Worm Eat Color Dot",35186688,"USD",0,9034,4474,4.5,4.5,"1.3","4+","Games",40,2,16,1
"8134","1102056464","Skateboard Party 3 ft. Greg Lutzka",1478030336,"USD",1.99,36,4,4.5,5,"1.0.4","9+","Games",38,5,11,1
"8139","1102291071","ピンポンカーブ  君の反射神経Lvはいくつ？  #天才求ム",128066560,"USD",0,0,0,0,0,"1.2","4+","Games",38,0,0,1
"8149","1102339559","Relay – Multiple Location Maps",20145152,"USD",1.99,17,10,3.5,4,"1.0.3","4+","Travel",37,5,1,1
"8150","1102346079","Brake or Break",82316288,"USD",0,5,3,5,5,"1.4.1","9+","Games",38,5,1,1
"8152","1102362078","Las Vegas Valet Limo and Sports Car Parking",250655744,"USD",0,220,220,4.5,4.5,"1.0","4+","Games",38,5,1,1
"8153","1102364578","Fit 私人健身教练-超有效的健康运动减肥软件",119980032,"USD",0,0,0,0,0,"2.3.3","4+","Health & Fitness",37,5,2,1
"8154","1102411902","Escape from the Art Gallery.",110124032,"USD",0,7,6,4,4,"1.5","4+","Games",40,5,1,1
"8156","1102448232","Rule with an Iron Fish: A Pirate Fishing RPG",100349952,"USD",2.99,286,105,5,4.5,"1.4","4+","Games",40,5,1,1
"8157","1102448236","Winter Fugitives 2: Chronicles",166257664,"USD",0,111,8,4,4.5,"1.4","12+","Games",38,5,6,1
"8158","1102495460","Pan Book 3: Key to the Capitol",805970944,"USD",5.99,1,1,5,5,"1.3.1","4+","Book",37,5,1,1
"8159","1102508135","PAC-MAN Pop",247194624,"USD",0,1000,216,4.5,4,"2.1.6471","4+","Games",37,5,7,1
"8160","1102520605","CNN Politics",30449664,"USD",0,254,1,3,5,"2.8.2","4+","News",37,0,1,1
"8163","1102659097","妙资理财-探索版（安全稳健高收益理财神器  ）",31624192,"USD",0,0,0,0,0,"3.0.20","4+","Finance",38,0,2,1
"8164","1102660950","梦幻轩辕",267673600,"USD",0.99,0,0,0,0,"10.99","4+","Games",43,5,1,1
"8168","1102687865","坂本ですが？秘技…フリータイムキラー",92584960,"USD",0,0,0,0,0,"1.0.10","4+","Games",40,0,1,1
"8173","1102742855","Red Bull Air Race 2",593355776,"USD",0,104,2,4,4,"1.1.1","4+","Games",37,4,1,1
"8176","1102810225","FURBY CONNECT World",270409728,"USD",0,422,313,2.5,2.5,"1.4.3","4+","Games",37,5,2,1
"8177","1102814563","Pepi House",177400832,"USD",2.99,46,20,4.5,4.5,"1.0.3","4+","Education",38,5,1,1
"8178","1102828488","Delicious - Emily’s Message in a Bottle",336847872,"USD",0,333,42,4,5,"1.5","4+","Games",38,5,11,1
"8179","1102924965","Ummo",29007872,"USD",1.99,44,13,3.5,2.5,"1.0.6","4+","Lifestyle",37,0,1,1
"8180","1102943846","JIFFMOJI",30017536,"USD",1.99,148,1,4.5,1,"1.3","4+","Entertainment",37,0,1,1
"8185","1103099404","日曜劇難99.9",34188288,"USD",0,0,0,0,0,"1.0.2","4+","Games",37,0,1,1
"8189","1103201207","Dinosaur Games: Puzzle for Kids",52345856,"USD",2.99,15,0,4,0,"2.0","4+","Games",38,5,9,1
"8190","1103209451","Eklips",27561984,"USD",1.99,54,16,4.5,4,"1.0.4","4+","Games",43,5,1,1
"8192","1103278932","Slip Away",214481920,"USD",0,1102,18,4,3,"3.0.5","4+","Games",37,5,1,1
"8194","1103310426","My Town : Fashion Show",303932416,"USD",2.99,60,26,4.5,4.5,"1.2","4+","Entertainment",38,5,1,1
"8195","1103314372","脱出ゲーム 古城からの脱出",131070976,"USD",0,1,1,4,4,"1.0.4","12+","Games",38,5,1,1
"8197","1103438575","Microsoft Solitaire Collection",189497344,"USD",0,2432,185,4,4,"1.6.1","4+","Games",37,5,1,1
"8200","1103570293","Stickninja Smash",123341824,"USD",0,67,8,4.5,4,"1.3.0","12+","Games",38,4,31,1
"8205","1103631263","Perfect Fit",27276288,"USD",0,53,10,3,4,"1.0.3","4+","Games",38,5,1,1
"8206","1103637547","Coach Bus Simulator",283934720,"USD",0,1621,365,4,4.5,"1.3.0","4+","Games",37,5,1,1
"8210","1103679001","5-in-1 Emoji Widget Games - GameMoji",13625344,"USD",0.99,40,13,3.5,4,"2.0","4+","Utilities",37,2,1,1
"8211","1103702902","Red 7 - play Digital Red7 Card Game with Friends",190101504,"USD",2.99,18,2,3,4,"1.3.0","4+","Games",37,4,3,1
"8213","1103804173","Super SteamPuff",151469056,"USD",0.99,7,0,4.5,0,"1.3.1","9+","Games",38,5,1,1
"8214","1103857857","Miss U: Official App",51052544,"USD",0,97,0,3,0,"3.2","9+","Entertainment",37,1,1,1
"8215","1103901846","Fantastic Beasts™: Cases",301272064,"USD",0,1896,50,4.5,4,"2.3.7804","12+","Games",37,5,15,1
"8216","1103942426","ChyMoji by Blac Chyna",10137600,"USD",1.99,220,1,4.5,1,"1.3","17+","Entertainment",37,0,1,1
"8220","1104112723","ジョナサンアプリ　お得なクーポンが使える便利なアプリ",18425856,"USD",0,0,0,0,0,"1.1.0","12+","Food & Drink",37,0,2,1
"8221","1104124222","Ultrapic",31016960,"USD",1.99,48,2,2.5,1,"1.4.1","4+","Photo & Video",37,0,1,1
"8226","1104191752","Dr. Panda Bath Time",176314368,"USD",2.99,15,15,4.5,4.5,"1.0","4+","Education",38,5,18,1
"8227","1104214157","Stick Soccer 2",187812864,"USD",0,22,10,4.5,4.5,"1.0.8","4+","Games",37,5,1,1
"8229","1104219495","EggPunch 2 - adventure puzzle game",208496640,"USD",0.99,0,0,0,0,"1.3.18","4+","Games",40,0,1,1
"8232","1104247866","新・血液型テスト",7432192,"USD",0,0,0,0,0,"1.0.0","4+","Book",40,0,1,1
"8233","1104415942","UNCHARTED: Fortune Hunter™",454384640,"USD",0,411,66,4.5,4.5,"1.2.2","12+","Games",37,5,10,1
"8235","1104486867","Partly Sunny - Weather Forecasts",20536320,"USD",2.99,88,12,4.5,4.5,"1.2","4+","Weather",37,5,2,1
"8241","1104655318","Littlebook - for Facebook on Watch",25890816,"USD",2.99,62,16,3,2.5,"2.0.1","4+","Social Networking",37,0,1,1
"8245","1104692136","Snakeio",76058624,"USD",0,13870,713,4.5,4.5,"1.9.4","4+","Games",38,2,1,1
"8246","1104698715","OdellMoji by Odell Beckham Jr.",8997888,"USD",1.99,21,16,4.5,4.5,"1.0.1","12+","Entertainment",37,0,1,1
"8247","1104795347","iFiles 2 - File Manager, Cloud Storage, PDF Reader",88146944,"USD",4.99,54,20,3.5,3,"2.1.0","17+","Productivity",37,5,8,1
"8248","1104797523","Clash of Crime Mad City Full",185916416,"USD",0.99,0,0,0,0,"1.2.1","17+","Games",38,5,1,1
"8249","1104814161","VR MUSEUM",87797760,"USD",4.99,0,0,0,0,"1.0.3","17+","Games",37,0,1,1
"8250","1104816326","Theremin Synth - Loop, Record & Download",1901568,"USD",2.99,8,3,4,3.5,"2.1.0","4+","Music",37,5,1,1
"8253","1104855278","少年西游记－西游卡牌王者之作",145988608,"USD",0,45,1,4.5,5,"1.8.11","12+","Games",38,5,1,1
"8255","1104869703","Gate Keepers",107710464,"USD",0,41,36,3.5,3.5,"1.3","4+","Games",40,5,1,1
"8259","1104879125","애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!",28006400,"USD",0,0,0,0,0,"1.0.9","12+","Business",37,5,4,1
"8262","1104882704","每日红包",28264448,"USD",0,0,0,0,0,"1.1.0","17+","Entertainment",40,0,2,1
"8264","1104911266","Tetminos - Classic Puzzle Game",57049088,"USD",0,0,0,0,0,"1.0.0","4+","Games",40,3,1,1
"8265","1104912882","Obstacle Course Extreme Car Parking Simulator",214042624,"USD",0,153,153,4,4,"1.0","4+","Games",38,5,1,1
"8266","1104945393","Miss Hollywood: Lights, Camera, Fashion! - Pet Fun",598120448,"USD",0,1283,171,4.5,4.5,"1.3","4+","Entertainment",38,5,10,1
"8267","1104966982","Cricket Captain 2016",404173824,"USD",3.99,7,0,3,0,"1.5","4+","Games",40,5,1,1
"8268","1104986393","Game Switch",42371072,"USD",0,363,32,4,4,"1.6","4+","Games",37,0,1,1
"8270","1105246469","心动K歌恋爱季-让我们一起唱歌听歌恋爱吧",312938496,"USD",0,0,0,0,0,"1.14.31","12+","Games",40,5,3,1
"8277","1105291416","Virginia Tech Emoji",39652352,"USD",0,50,0,3,0,"1.3","4+","Utilities",37,0,1,1
"8278","1105294926","MadOut Open City",482627584,"USD",1.99,80,80,3,3,"4","12+","Games",25,5,1,1
"8279","1105304995","30秒マン-これクリアできるやついる？-",14638080,"USD",0,0,0,0,0,"1.0.1","4+","Games",38,5,2,1
"8285","1105385887","Escape Game: Forgotten",49243136,"USD",0,55,42,5,5,"1.1","4+","Games",40,5,2,1
"8286","1105390093","""klocki""",97887232,"USD",0.99,587,587,4.5,4.5,"1.01","4+","Games",37,2,1,1
"8287","1105408313","My Town : Hotel",414433280,"USD",2.99,123,28,4,3.5,"1.2","4+","Entertainment",37,5,1,1
"8288","1105426659","Joan Mad Run",58632192,"USD",0,605,58,4.5,4.5,"1.0.5","12+","Games",37,5,1,1
"8290","1105548368","Spinny Phone",148122624,"USD",0,339,4,4,2,"1.3.2","17+","Games",37,0,9,1
"8291","1105577194","Tinker Island: Survival Adventure",315353088,"USD",0,6686,7,4.5,4.5,"1.2.5","9+","Games",37,4,1,1
"8292","1105584845","Dashy Box",63738880,"USD",0,41,2,4,3,"4","4+","Games",37,3,1,1
"8297","1105790805","奇跡のメガネ　-恋愛シミュレーションゲーム",48396288,"USD",0,0,0,0,0,"1.0.2","9+","Games",38,5,16,1
"8299","1105805539","トリセツメーカー　トリセツ診断",15498240,"USD",0,0,0,0,0,"1.0.1","17+","Entertainment",37,0,1,1
"8306","1105834924","WordWhizzle Search",83180544,"USD",0,49635,3056,4.5,4.5,"1.2.4","4+","Games",37,5,1,1
"8307","1105845815","花粉儿-女性、母婴闲置交易平台",73080832,"USD",0,0,0,0,0,"2.4.0","4+","Shopping",37,0,18,1
"8310","1105855019","Gardenscapes - New Acres",195908608,"USD",0,45227,4795,4,4.5,"1.5.0","4+","Games",38,5,10,1
"8311","1105903447","Goat Simulator Waste of Space",615645184,"USD",4.99,1709,52,4.5,3.5,"1.5.1","9+","Games",38,5,1,1
"8312","1105918031","Stickman Soccer 2016",202745856,"USD",0,473,217,4,4,"1.4.2","4+","Games",38,5,1,1
"8314","1105928070","Pan Book 4: Capitol Rising",798962688,"USD",5.99,1,1,5,5,"1.3.1","4+","Book",37,5,1,1
"8315","1105930001","Pan Book 5: The Shadow Stone",772891648,"USD",5.99,0,0,0,0,"1.3.1","4+","Book",37,5,1,1
"8316","1105930005","Pan Book 6: The Alliance of Tribes",770255872,"USD",5.99,0,0,0,0,"1.3.1","4+","Book",37,5,1,1
"8317","1105932165","Pan Book 7: Han Awakening",798292992,"USD",5.99,7,0,4.5,0,"1.3.1","4+","Book",37,5,1,1
"8320","1105999795","Splashy Cats: Endless Zigzag Arcade Water Game",246411264,"USD",0,450,13,4.5,5,"1.4","9+","Games",37,5,1,1
"8321","1106002394","Pocket Politics",180105216,"USD",0,2748,4,4,3.5,"1.406","4+","Games",40,5,1,1
"8322","1106012225","PuppetShow: The Face of Humanity (Full)",1267202048,"USD",6.99,66,33,3,4,"1.0.4","9+","Games",37,5,5,1
"8323","1106014973","LEGO® Star Wars™: The Force Awakens",1287553024,"USD",0,3207,729,4,4,"1.4.0","9+","Games",37,5,1,1
"8324","1106057049","Fear for Sale: The House on Black River (Full)",2233358336,"USD",6.99,69,69,4,4,"1.0.0","9+","Games",24,5,4,1
"8325","1106217529","Cube Roll",78155776,"USD",0,22,22,4,4,"1.0.0","4+","Games",38,5,1,1
"8330","1106329353","熊猫直播-王者大神主播带你荣耀开黑",100372480,"USD",0,38,0,4,0,"3.1.3","12+","Entertainment",38,0,1,1
"8334","1106374233","Tayasui Color, a relaxing coloring book for adults",127693824,"USD",2.99,656,18,4.5,5,"4.0","4+","Entertainment",37,4,14,1
"8338","1106493268","Warcher Defenders",126512128,"USD",0,39,24,4.5,5,"1.3","12+","Games",40,5,1,1
"8339","1106510521","Freddy the Frogcaster's Weather Station",76928000,"USD",0,14,1,4.5,5,"1.0.1","4+","Weather",37,5,1,1
"8340","1106515427","Go Up",119754752,"USD",0,456,394,4,4,"1.0.2","4+","Games",40,5,1,1
"8342","1106542634","Tip Tap Soccer",135485440,"USD",0,29,24,4,4,"1.1","4+","Games",40,5,1,1
"8343","1106558008","YouTurbo",68666368,"USD",0,136,4,4.5,5,"1.7","12+","Games",40,4,11,1
"8344","1106606457","Truth Or Dare — Party Game",24810496,"USD",0,730,181,4.5,5,"2.0","12+","Entertainment",37,0,1,1
"8345","1106666606","Bonecrusher: Free Awesome Endless Skull & Bone Game",115027968,"USD",0,233,70,3.5,3.5,"1.8","9+","Games",40,5,1,1
"8348","1106737361","传说一刀 - 一刀一级PK爆屠龙",363078656,"USD",0,0,0,0,0,"1.6","12+","Games",40,5,1,1
"8351","1106745094","欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著",16188416,"USD",0.99,0,0,0,0,"1.0.0","17+","Book",38,0,1,1
"8353","1106788059","ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ",92217344,"USD",0,0,0,0,0,"1.7.0","17+","News",37,0,1,1
"8356","1106808184","龙之觉醒-热血经典RPG，回味激燃岁月",175943680,"USD",0,0,0,0,0,"1.0","12+","Games",40,5,1,1
"8357","1106808930","ワンダークラウン",127256576,"USD",0,0,0,0,0,"1.22.0","9+","Games",37,4,2,1
"8359","1106818611","我叫MT3-回合制魔幻世界 大型公会副本开荒",466015232,"USD",0,1,1,5,5,"1.10.1","9+","Games",40,5,1,1
"8360","1106831630","ROME: Total War",4025969664,"USD",9.99,373,4,4.5,4.5,"1.7.3","12+","Games",16,5,6,1
"8361","1106842267","皮皮四川麻将",67259392,"USD",0,0,0,0,0,"1.7","17+","Games",37,4,1,1
"8362","1106842405","無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！",18597888,"USD",0,0,0,0,0,"1.3","4+","Games",37,0,1,1
"8366","1107170561","剑仙传奇·蜀山修仙之独步天下",133885952,"USD",0,0,0,0,0,"1.0.1","4+","Games",40,5,1,1
"8367","1107282504","NeoWars",138093568,"USD",0,267,68,4,4.5,"1.0.7","9+","Games",37,5,2,1
"8370","1107355213","Bullet Hell Monday",90488832,"USD",0,1296,120,5,5,"2.0.1","9+","Games",37,5,2,1
"8372","1107419480","Base Invaders - For Big Narstie",22302720,"USD",1.99,0,0,0,0,"1.0.4","12+","Games",38,4,1,1
"8374","1107486943","もやししゃちょー",83826688,"USD",0,5,0,4.5,0,"1.0.13","17+","Games",38,0,2,1
"8380","1107529451","【推理ゲーム】 YASU-第7捜査課事件ファイル-",72283136,"USD",0,1,1,1,1,"1.0","12+","Games",38,5,1,1
"8381","1107537631","The Forgotten Room",438729728,"USD",1.99,59,59,4.5,4.5,"1.0.1","12+","Games",40,5,1,1
"8385","1107704042","Nancy Drew Codes and Clues Mystery Coding Game",210697216,"USD",0,110,7,4.5,4.5,"2.0.1","4+","Education",38,5,1,1
"8386","1107741196","Banner Saga 2",3321082880,"USD",9.99,168,2,4,3,"1.0.7","9+","Games",37,5,7,1
"8387","1107742773","Bouncy Tower",49349632,"USD",0,213,5,4.5,4,"1.2.1","4+","Games",40,5,1,1
"8388","1107818928","【脳トレ】ROLL -ころがす、はめる、きえる-",72118272,"USD",0,0,0,0,0,"1.0.2","4+","Games",38,5,1,1
"8389","1107822876","Chef's Quest",128232448,"USD",0,225,2,4.5,5,"1.1.4","4+","Games",38,5,14,1
"8395","1107880005","Dead Venture",57921536,"USD",0.99,145,145,4.5,4.5,"1.0","12+","Games",38,5,1,1
"8398","1107931279","Dolphin Zero Incognito Browser -Mini Web Explorer",22635520,"USD",2.99,776,128,4.5,4,"2.3","17+","Productivity",37,5,7,1
"8402","1108048349","Alice in Wonderland Puzzle Golf Adventures",182045696,"USD",0.99,43,13,4.5,4.5,"1.0.2","4+","Games",38,4,1,1
"8404","1108097491","FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE",20215808,"USD",1.99,292,292,4,4,"1.0","4+","Entertainment",38,5,1,1
"8405","1108185975","Sea of Lies: Tide of Treachery - A Hidden Object Mystery (Full)",890523648,"USD",6.99,45,45,4,4,"1.0.0","9+","Games",37,5,4,1
"8406","1108206682","Rise!",118787072,"USD",0,18,14,3.5,3.5,"4","4+","Games",38,5,1,1
"8407","1108219180","Trump Hoverboard Sim - Mannequin Race Challenge",40938496,"USD",0,68,3,3,2.5,"1.2.5","4+","Games",38,2,1,1
"8414","1108340786","Zombies Chasing Me",157871104,"USD",0,43,33,3.5,3.5,"1.4","4+","Games",37,5,23,1
